,PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_unknown,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T
658,0687_01,False,19.0,0.0,3097.0,0.0,9.0,0.0,213.0,Lix Concy,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
659,0688_01,False,34.0,0.0,1973.0,0.0,97.0,41.0,3.0,Goos Erpie,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
660,0689_01,True,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Chard Motive,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
661,0690_01,True,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Yapich Start,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
662,0691_01,False,19.0,0.0,164.0,0.0,783.0,0.0,0.0,Bubbix Potte,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
663,0691_02,False,21.0,0.0,505.0,0.0,1952.0,0.0,0.0,Fis Potte,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
664,0691_03,True,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Moss Potte,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
665,0693_01,True,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Mothab Dedometeel,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
666,0693_02,False,34.0,0.0,0.0,3488.0,0.0,4343.0,38.0,Tetraix Dedometeel,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
667,0696_01,False,22.0,0.0,0.0,581.0,226.0,74.0,0.0,Stany Haydenzier,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
668,0697_01,False,24.0,0.0,21.0,0.0,689.0,12.0,0.0,Dixiel Buchansen,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
669,0699_01,True,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Roswal Sha,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
670,0699_02,False,24.0,0.0,2698.0,0.0,301.0,8.0,5.0,Flyros Rhuba,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
671,0701_01,True,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Menkibi Voliat,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
672,0702_01,False,24.0,0.0,121.0,237.0,4.0,387.0,54.0,Briane Sellahaney,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
673,0703_01,True,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Brank Estein,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
674,0704_01,True,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Adanne Wartyson,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
675,0705_01,False,43.0,0.0,0.0,0.0,722.0,0.0,0.0,Denny Mccarveymon,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
676,0707_01,True,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Jorgie Haydenzier,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
677,0709_01,False,25.0,0.0,0.0,4949.0,0.0,452.0,15.0,Astorux Missefle,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
678,0709_02,True,25.0,,0.0,0.0,0.0,0.0,0.0,Thaban Missefle,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
679,0709_03,True,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Props Missefle,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
680,0710_01,False,23.0,0.0,1695.0,0.0,0.0,31.0,349.0,Nute Coflé,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
681,0712_01,False,20.0,0.0,457.0,0.0,170.0,1132.0,0.0,Pik Apeau,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
682,0712_02,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Crans Apeau,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
683,0713_01,False,26.0,0.0,1577.0,2.0,0.0,30.0,0.0,Vivia Stantiagord,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
684,0714_01,True,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Erie Rilley,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
685,0714_02,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Claine Rilley,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
686,0714_03,False,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony Rilley,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
687,0714_04,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Charry Rilley,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
688,0714_05,True,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeanny Rilley,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
689,0714_06,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Man Rilley,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
690,0714_07,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brene Rilley,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
691,0715_01,True,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Izarfik Unconary,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
692,0718_01,False,21.0,0.0,521.0,0.0,4.0,261.0,1.0,Alendy Mondsey,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
693,0719_01,False,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Naros Reate,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
694,0724_01,False,24.0,0.0,0.0,23.0,0.0,184.0,2566.0,Mela Bensley,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
695,0726_01,True,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Verly Fitzgerson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
696,0727_01,False,23.0,0.0,139.0,0.0,1.0,152.0,354.0,Branda Potthews,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
697,0728_01,False,29.0,0.0,0.0,0.0,2.0,786.0,594.0,Johna Currisones,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
698,0729_01,False,14.0,0.0,7.0,781.0,0.0,0.0,0.0,Briam Lewinton,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
699,0732_01,False,19.0,0.0,0.0,714.0,2.0,0.0,0.0,Jilla Bairdford,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
700,0733_01,False,23.0,0.0,0.0,38.0,88.0,4.0,561.0,Lulah Hamberterry,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
701,0734_01,False,62.0,0.0,712.0,2.0,322.0,0.0,517.0,Elinda Ewiseston,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
702,0736_01,False,23.0,0.0,0.0,0.0,484.0,188.0,0.0,Lerion Mcbritts,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
703,0737_01,False,65.0,0.0,0.0,835.0,0.0,38.0,0.0,Charmus Inghtal,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
704,0738_01,True,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Ran Pread,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
705,0740_01,False,67.0,0.0,76.0,16.0,0.0,2247.0,1166.0,Dyonevi Sageng,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
706,0740_02,True,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Zaurah Sageng,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
707,0740_03,False,41.0,0.0,3594.0,3425.0,0.0,0.0,58.0,Thab Sageng,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
708,0743_01,True,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Loree Brighttt,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
709,0746_01,True,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Milyla Waltonnedy,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
710,0750_01,False,22.0,0.0,15.0,142.0,0.0,41.0,493.0,Tiney Kramosley,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
711,0753_01,True,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Mesarix Ennalve,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
712,0753_02,False,65.0,0.0,19.0,1344.0,4.0,3190.0,8.0,,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
713,0753_03,True,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Matan Ennalve,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
714,0754_01,True,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Atikard Fusimodent,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
715,0756_01,True,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Ashelik Ainserfle,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
716,0756_02,False,34.0,0.0,47.0,287.0,0.0,4302.0,0.0,Ranon Geraing,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
717,0756_03,True,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Hadalm Ainserfle,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
718,0757_01,False,67.0,0.0,1.0,0.0,5.0,1022.0,151.0,Mins Traie,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
719,0761_01,False,33.0,0.0,0.0,3879.0,0.0,48.0,67.0,Izarki Fliblerolt,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
720,0762_01,True,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Elody Hubbarrison,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
721,0764_01,True,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Danna Toddleton,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
722,0765_01,False,35.0,0.0,1248.0,0.0,55.0,12.0,0.0,Frus Burle,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
723,0765_02,False,23.0,0.0,755.0,0.0,121.0,0.0,0.0,Ponts Burle,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
724,0767_01,False,49.0,0.0,0.0,6.0,679.0,15.0,187.0,Francy Meltonway,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
725,0768_01,False,36.0,0.0,29.0,12180.0,0.0,93.0,17306.0,Maiam Oilloody,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
726,0768_02,True,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Arix Oilloody,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
727,0769_01,True,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Astrah Reeddommy,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
728,0770_01,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alendy Mclardson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
729,0770_02,False,,0.0,0.0,715.0,0.0,170.0,0.0,Sanney Mclardson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
730,0770_03,True,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Hughy Mclardson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
731,0770_04,True,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Kimmy Mclardson,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
732,0770_05,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harlen Mclardson,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
733,0770_06,True,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
734,0771_01,True,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Troyra Steeletters,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
735,0772_01,False,37.0,0.0,0.0,16.0,325.0,4476.0,1359.0,Minoton Hednigic,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
736,0772_02,True,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Halleth Plegred,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
737,0772_03,True,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Weia Hednigic,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
738,0772_04,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Arrain Hednigic,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
739,0773_01,False,30.0,0.0,558.0,4.0,0.0,175.0,0.0,Gwendy Beston,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
740,0776_01,False,19.0,0.0,0.0,2.0,1399.0,0.0,18.0,Breney Roycentes,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
741,0777_01,False,30.0,0.0,0.0,3004.0,0.0,1018.0,0.0,Wasalm Plattering,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
742,0779_01,False,21.0,0.0,562.0,2.0,0.0,0.0,11.0,Holey Rodger,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
743,0781_01,False,21.0,0.0,14.0,33.0,0.0,3.0,467.0,Diandy Valexandez,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
744,0782_01,True,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Clus Walé,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
745,0784_01,True,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Grafirk Aiming,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
746,0785_01,False,32.0,0.0,713.0,0.0,2.0,0.0,1.0,Francy Hughriend,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
747,0786_01,True,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Robyny Hartz,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
748,0787_01,True,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Ritany Quinnerry,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
749,0788_01,False,16.0,0.0,797.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
750,0789_01,False,31.0,1.0,0.0,166.0,4.0,2177.0,342.0,Mesath Imprank,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
751,0789_02,False,30.0,0.0,0.0,142.0,870.0,89.0,3497.0,Auvan Frolestty,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
752,0789_03,True,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Zaninon Frolestty,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
753,0790_01,True,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Fanne Pottmanley,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
754,0791_01,True,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Neila Mcfarmerson,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
755,0793_01,False,39.0,0.0,0.0,0.0,0.0,7.0,766.0,Millie Powenoble,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
756,0794_01,True,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Nakes Dutte,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
757,0794_02,True,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Squars Dutte,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
758,0795_01,False,34.0,0.0,0.0,0.0,0.0,874.0,0.0,Pristy Klindsey,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
759,0796_01,True,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Alatrix Unfile,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
760,0797_01,False,29.0,0.0,0.0,0.0,0.0,0.0,645.0,Hery Noelan,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
761,0798_01,True,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecco Gelle,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
762,0799_01,False,,0.0,0.0,3462.0,5.0,1590.0,4.0,Genibah Presstic,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
763,0802_01,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Plat Pimne,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
764,0805_01,False,36.0,1.0,0.0,13248.0,100.0,1953.0,1.0,Glueba Chuble,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
765,0806_01,False,31.0,0.0,183.0,0.0,32.0,0.0,1171.0,Deaney Nieldson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
766,0806_02,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bonyam Nieldson,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
767,0808_01,False,31.0,0.0,159.0,110.0,701.0,0.0,10.0,Benew Ramoran,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
768,0809_01,False,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Oaters Meake,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
769,0809_02,False,,0.0,1227.0,42.0,1.0,0.0,0.0,Crin Meake,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
770,0809_03,False,42.0,0.0,836.0,0.0,51.0,304.0,0.0,Smal Meake,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
771,0809_04,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wales Meake,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
772,0811_01,False,41.0,0.0,1209.0,0.0,0.0,0.0,833.0,Ranutz Knik,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
773,0811_02,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pan Nutte,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
774,0811_03,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phams Nutte,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
775,0813_01,True,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Frouse Katte,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
776,0815_01,False,13.0,0.0,2.0,1.0,30.0,0.0,0.0,Wenise Meyersones,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
777,0816_01,False,24.0,0.0,0.0,284.0,0.0,4614.0,438.0,Giedir Asoppor,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
778,0817_01,True,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Carona Baxters,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
779,0818_01,False,71.0,1.0,0.0,0.0,0.0,0.0,0.0,Ksorab Couseced,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
780,0819_01,True,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Patsya Gainney,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
781,0820_01,False,15.0,0.0,0.0,59.0,714.0,0.0,3.0,Hanry Strongers,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
782,0820_02,False,18.0,0.0,751.0,0.0,0.0,0.0,0.0,Sus Strongers,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
783,0822_01,False,19.0,0.0,0.0,561.0,10.0,0.0,161.0,Scotte Sweeton,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
784,0823_01,True,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Chadie Carrishley,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
785,0823_02,False,42.0,0.0,0.0,0.0,739.0,0.0,0.0,Wenten Carrishley,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
786,0824_01,False,51.0,0.0,815.0,0.0,343.0,55.0,0.0,Teda Chpie,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
787,0825_01,True,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Alendy Wardendez,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
788,0826_01,False,27.0,0.0,174.0,653.0,0.0,0.0,0.0,Danna Hoopez,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
789,0828_01,False,42.0,0.0,786.0,0.0,22.0,59.0,0.0,Juliey Santry,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
790,0828_02,False,41.0,0.0,324.0,2.0,0.0,7.0,26.0,Rosey Santry,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
791,0829_01,False,21.0,0.0,15.0,0.0,2695.0,2.0,0.0,Myrace Carverson,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
792,0830_01,False,31.0,0.0,14.0,5.0,0.0,795.0,0.0,Eilan Hinesh,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
793,0833_01,True,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarmus Poicaptic,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
794,0834_01,False,31.0,0.0,0.0,0.0,0.0,838.0,27.0,Garry Pacerty,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
795,0835_01,False,14.0,0.0,77.0,0.0,9.0,424.0,166.0,Briane Frazie,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
796,0836_01,False,32.0,1.0,494.0,701.0,71.0,0.0,0.0,Set Butte,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
797,0839_01,False,32.0,0.0,0.0,179.0,0.0,0.0,5152.0,Grumak Pokerheed,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
798,0840_01,False,27.0,0.0,663.0,1111.0,0.0,0.0,2.0,Ebonyd Braymon,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
799,0845_01,False,57.0,0.0,2651.0,2956.0,0.0,266.0,1300.0,Achbah Fueling,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
800,0846_01,True,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Tera Simstravery,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
801,0848_01,True,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Sts Raca,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
802,0848_02,True,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Monam Raca,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
803,0849_01,False,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellum Oidederval,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
804,0849_02,True,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Tareson Oidederval,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
805,0850_01,True,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Koops Nan,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
806,0851_01,False,23.0,0.0,217.0,378.0,19.0,1.0,12.0,Iandy Sarios,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
807,0853_01,True,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Hamelik Ageurante,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
808,0859_01,True,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Eleaha Lambles,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
809,0860_01,False,24.0,0.0,34.0,7.0,320.0,0.0,427.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
810,0863_01,True,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Jone Walkerez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
811,0863_02,False,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Lynez Walkerez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
812,0863_03,True,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Rald Walkerez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
813,0865_01,True,36.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
814,0865_02,True,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutria Sandul,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
815,0867_01,False,,0.0,2.0,850.0,18.0,2.0,0.0,Ernice Stephendsey,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
816,0868_01,True,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Ianya Peckers,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
817,0869_01,False,55.0,0.0,280.0,0.0,444.0,0.0,0.0,Hilley Sweene,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
818,0870_01,False,,0.0,112.0,473.0,0.0,92.0,0.0,Dessie Maynardner,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
819,0871_01,False,20.0,0.0,2.0,4754.0,0.0,246.0,31.0,Polar Geneltic,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
820,0873_01,False,16.0,0.0,0.0,0.0,32.0,2529.0,92.0,Garyan Franton,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
821,0874_01,False,19.0,0.0,0.0,162.0,540.0,0.0,0.0,Breney Briggston,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
822,0875_01,False,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
823,0876_01,False,35.0,0.0,12.0,687.0,46.0,2.0,0.0,Teryla Leodger,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
824,0877_01,True,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Hallus Covetive,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
825,0878_01,False,37.0,1.0,381.0,0.0,3.0,447.0,0.0,Sceres Bancy,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
826,0879_01,False,46.0,0.0,784.0,0.0,0.0,0.0,4.0,Therta Lanks,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
827,0881_01,False,41.0,0.0,3103.0,3.0,0.0,31.0,26.0,Gollux Reedall,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
828,0883_01,False,13.0,0.0,875.0,5.0,10.0,18.0,0.0,Elson Malliamsey,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
