PassengerId,CryoSleep,Age,VIP,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_unknown,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,RoomService_z,FoodCourt_z,ShoppingMall_z,Spa_z,VRDeck_z
1208_01,False,23.0,0.0,Arllia Blainson,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2735289966797161,-0.24395699947091523,-0.0866409761296636
1210_01,True,45.0,0.0,Helean Brooker,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1210_02,False,23.0,0.0,Done Brooker,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.26190112469695065,0.03858023200903264,-0.2835623212987354,-0.2706103380711169,-0.25857948052746416
1211_01,True,53.0,0.0,Andyn Alvasquez,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1211_02,True,8.0,0.0,Curtle Alvasquez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1211_03,True,6.0,0.0,Bethy Pollarkeeks,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1211_04,True,3.0,0.0,Erick Pollarkeeks,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1211_05,False,13.0,0.0,Scotty Alvasquez,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3315715386884762,-0.14816105784835928,1.1261197876734803,-0.20131165771059256,-0.25417080092752053
1211_06,True,60.0,0.0,Ianna Alvasquez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1211_07,False,1.0,0.0,Bretty Pollarkeeks,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1212_01,False,40.0,0.0,Luise Vales,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2803839174453717,0.04252072881939281,0.22691864913264762,-0.2629881601274078
1213_01,False,51.0,0.0,Lison Mckinsond,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,1.0542142945705086,-0.2706103380711169,-0.2594612164474529
1214_01,True,31.0,0.0,Elanie Fulloydez,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1215_01,True,28.0,0.0,Kaye Huntt,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1216_01,False,20.0,0.0,Iree Pentss,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.2346780426255494,0.2861064383636293,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1218_01,False,14.0,0.0,Karah Gilleranks,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,1.633326482603289,-0.2568160086874867
1220_01,False,23.0,0.0,Misamak Fanchy,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,0.08996541915099955,-0.2835623212987354,0.035903055831202305,0.4512179350634561
1221_01,False,4.0,0.0,Wine Alfordonard,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1221_02,False,20.0,0.0,Tricky Alfordonard,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,1.1580086108996925,-0.26210642420741903
1222_01,False,75.0,0.0,Evenna Hubert,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,0.027927205406429748,-0.2835623212987354,-0.15422409285023628,-0.1465990186888966
1223_01,True,24.0,0.0,Terope Coweboded,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1225_01,False,18.0,0.0,Margia Morrodgers,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.330057577812493,0.5405257795787338,-0.18322907510854208,-0.24573388871092866,-0.26210642420741903
1228_01,True,21.0,0.0,Snich Purle,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1228_02,False,59.0,0.0,Newtch Purle,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.11810305517484054,-0.2810105660690542,1.23314191694302,-0.2706103380711169,-0.2629881601274078
1229_01,False,27.0,0.0,Nelsie Floydendley,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,1.1595642030702116,-0.24129166561089505,-0.26122468828743034
1230_01,False,38.0,0.0,Catha Gainebergan,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.20285665053360458,-0.25970451286384844,-0.2835623212987354,-0.012072953649160697,-0.061070634449990696
1231_01,True,41.0,0.0,Marms Emead,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1232_01,True,36.0,0.0,Sarthim Geraing,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1232_02,False,29.0,0.0,Tope Geraing,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.3330854995644595,-0.25469132387438825,-0.2835623212987354,3.8615455895801487,0.3198392829851367
1233_01,True,22.0,0.0,Aarone Burryerson,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1234_01,False,23.0,0.0,Derina Lambles,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,1.8067136409969582,-0.2706103380711169,-0.2629881601274078
1235_01,False,32.0,0.0,Lyn Scottuez,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.2922085559129122,-0.03473765696182258,1.4906639154978494,-0.2466223333309354,-0.2629881601274078
1236_01,False,21.0,0.0,Briany Lancock,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.5964864782892448,-0.2540646752507057,-0.2835623212987354,-0.2697218934511102,-0.2629881601274078
1238_01,False,26.0,0.0,Merops Pronfraked,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.3330854995644595,0.36193092182921466,5.236438439931732,0.46768714115446935,0.05090982738857685
1238_02,True,61.0,0.0,,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1239_01,False,30.0,0.0,Guye Klindsey,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5525816128857312,-0.2728641339611814,-0.07955138737867569,-0.235072553270848,-0.17040588852859206
1240_01,False,40.0,0.0,Nelsie Bookson,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0128257191846337,-0.16508057068778742,-0.2835623212987354,-0.2706103380711169,-0.23829955436772357
1242_01,False,37.0,0.0,Antonon Clugeadry,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.3330854995644595,2.649825046894107,-0.2835623212987354,-0.16843920677034382,-0.06636104996992302
1243_01,False,41.0,0.0,Tautrix Drivery,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,2.365953220365924,-0.2835623212987354,0.9501125698181194,0.8665155533781436
1243_02,False,32.0,0.0,Geno Oderient,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,12.032946935466578,-0.23777181103496012,-0.26516789283053327,0.05900261595137709,-0.2629881601274078
1246_01,False,30.0,0.0,Valey Schmondez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.16069403032200974,-0.2835623212987354,0.2313608722326812,-0.2629881601274078
1248_01,False,27.0,0.0,Landa Ewiseston,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1250_01,False,22.0,0.0,Dony Torrez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2703575394664513,-0.2835623212987354,-0.21641521625070684,0.23695610650619695
1254_01,False,54.0,0.0,Cupers Breke,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.7327429571277357,-0.2810105660690542,0.4371648305008198,-0.2706103380711169,-0.2215465718879379
1254_02,False,27.0,0.0,Babix Breke,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.32702965606052653,-0.2810105660690542,1.2147474884748177,-0.06715652008957748,-0.2629881601274078
1255_01,True,52.0,0.0,Shres Potte,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1255_02,True,15.0,0.0,Razzle Potte,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1256_01,False,27.0,0.0,Hary Erpie,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1.6002425390661275,-0.2810105660690542,-0.28189010052889885,-0.26172589187104967,-0.2550525368475093
1258_01,False,30.0,0.0,Tauva Cowsearney,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-0.3330854995644595,1.99247064065114,0.19970948118402898,1.2726179668805597,4.134228872856343
1259_01,False,19.0,0.0,Eulahy Mcguirez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,0.7515423352300922,-0.2706103380711169,-0.13778165948900942
1260_01,True,22.0,0.0,Glena Scotterkins,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1261_01,False,43.0,0.0,Brafirk Healted,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.733471096152652,1.6653600590888629,-0.2835623212987354,-0.22618810707078077,1.7764670228065036
1263_01,False,25.0,0.0,Batses Vloaf,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1.3080480900013638,-0.2803839174453717,-0.17319575048952277,-0.2706103380711169,-0.25857948052746416
1264_01,False,51.0,0.0,Franda Roberrenn,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2803839174453717,-0.2835623212987354,-0.22529966245077404,0.5702522842619334
1267_01,True,34.0,0.0,Hencey Jacostaffey,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1269_01,False,21.0,0.0,Gorn Pane,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,2.7947576702168972,-0.2810105660690542,-0.25847900975118704,-0.2706103380711169,-0.26210642420741903
1271_01,True,21.0,0.0,Melara Hubbarrison,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1273_01,False,23.0,0.0,Teremy Cruzaley,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,0.40371912851398534,-0.2629881601274078
1274_01,False,38.0,0.0,Claine Willangsey,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,0.7047201536746686,-0.235072553270848,-0.11044784596935905
1278_01,True,30.0,0.0,Ren Howayery,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1279_01,True,31.0,0.0,Sadark Dynigic,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1280_01,False,44.0,0.0,Antone Leton,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.16946711105356507,0.5224480897624841,-0.2706103380711169,-0.2629881601274078
1281_01,True,14.0,0.0,Andice Tranciams,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1282_01,True,18.0,0.0,Dony Handertiz,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1283_01,False,19.0,0.0,Enrie Burchanez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.32400173430856005,-0.2810105660690542,-0.28189010052889885,0.36373912061368285,-0.2629881601274078
1284_01,True,,0.0,Hal Knité,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1285_01,False,36.0,0.0,Ricia Weaverays,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.09990731096674482,-0.020951387240807067,-0.2568067889813505,-0.2706103380711169,-0.2629881601274078
1286_01,True,10.0,0.0,Jackix Fache,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1287_01,True,1.0,0.0,Wilves Pimne,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1287_02,True,4.0,0.0,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1287_03,False,21.0,0.0,Diles Pimne,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.7766478225312494,-0.2810105660690542,1.5291249932040902,-0.2697218934511102,-0.22507351556789276
1288_01,False,24.0,0.0,Nance Flemaney,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6070842044211275,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1289_01,False,8.0,0.0,Idace Fultz,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1289_02,False,18.0,0.0,Chelsa Fultz,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.8614296315863105,-0.2810105660690542,-0.28021787975906226,-0.2706103380711169,-0.24623517764762207
1291_01,False,33.0,0.0,Sceres Ponie,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,2.328457720414062,-0.24403829727178536,-0.27687343821938915,-0.2706103380711169,-0.2629881601274078
1292_01,False,31.0,1.0,Scharab Conale,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.3330854995644595,17.09156922828154,-0.27854565898922573,-0.09114452482975899,2.510953044157108
1292_02,False,43.0,0.0,Izarino Conale,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.17411960758622014,-0.05040387255388566,0.16459284501746133,0.4774600319745433,-0.2515255931675544
1293_01,False,20.0,0.0,Elany Bertsontry,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.010611832980031094,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,0.2519456171460052
1294_01,True,28.0,0.0,Aldhib Gulcepusy,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1294_02,True,30.0,0.0,Chamak Plegred,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1294_03,False,28.0,1.0,Dscheat Gulcepusy,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1295_01,False,19.0,0.0,Nica Vaught,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.2301361599975997,-0.2810105660690542,-0.2835623212987354,0.36818134371371647,-0.2629881601274078
1299_01,False,22.0,0.0,Naomin Moodsey,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,0.8451866983409392,-0.2661681149710833,-0.2629881601274078
1300_01,False,27.0,0.0,Loria Robins,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3315715386884762,-0.09364262758797977,-0.28189010052889885,0.06699861753143758,-0.2515255931675544
1302_01,False,22.0,0.0,Beah Erry,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.003042028600114935,-0.24967813488492804,7.771525127003949,-0.14089742355013543,-0.03726376461029523
1304_01,True,2.0,0.0,Lyde Quinnedy,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1304_02,False,4.0,0.0,Mamina Carrishley,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1304_03,False,10.0,0.0,Winia Quinnedy,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1304_04,False,9.0,0.0,Sethew Powenoble,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1304_05,True,37.0,0.0,Moniey Powenoble,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1304_06,False,2.0,0.0,Margia Powenoble,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1306_01,False,44.0,0.0,Zaurah Irintious,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.3330854995644595,2.139733067216533,-0.28189010052889885,0.6267187281356726,0.19022410274679474
1306_02,False,11.0,0.0,Alsham Irintious,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1307_01,True,22.0,0.0,Andrey Norrison,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1308_01,True,40.0,0.0,Diram Plegred,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1308_02,False,30.0,0.0,Tachba Plegred,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.08779562395887897,1.7869298920832726,-0.2835623212987354,6.965771091883637,1.95810462232418
1308_03,False,37.0,0.0,Grafi Plegred,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.005911820272426508,-0.2835623212987354,2.570635556710381,-0.25769774460747547
1308_04,True,26.0,0.0,Medib Plegred,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1309_01,False,19.0,0.0,Regana Gordond,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2785039715743241,-0.10129025738655091,-0.2706103380711169,0.32865664218502394
1310_01,False,57.0,0.0,Kitauon Coillery,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.3330854995644595,0.33749162550559625,-0.28189010052889885,4.125413641722146,-0.21625615636800555
1311_01,False,1.0,0.0,Pios Make,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1311_02,False,17.0,0.0,Wale Make,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1.1021494108676444,-0.25155808075597563,0.20472614349353863,-0.2706103380711169,-0.2629881601274078
1311_03,False,26.0,0.0,Muld Make,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2.6130823650989097,-0.2785039715743241,-0.27687343821938915,-0.2706103380711169,0.28633331802556533
1312_01,True,21.0,0.0,Darley Blandez,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1316_01,True,28.0,0.0,Sadrus Quelfly,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1316_02,False,36.0,0.0,Arion Quelfly,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.3330854995644595,0.24976081819004298,-0.2835623212987354,3.8730953696402364,-0.18451366324841162
1317_01,False,25.0,0.0,Ton Tité,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,3.4639283774014857,-0.2810105660690542,-0.24510124359249463,-0.2706103380711169,-0.20391185348816346
1322_01,True,40.0,0.0,Tonnie Masquez,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1323_01,True,23.0,0.0,Jilla Gamberson,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1324_01,True,2.0,0.0,Carona Gilleyons,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1324_02,False,10.0,0.0,Wen Gilleyons,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1324_03,True,43.0,0.0,Lewise Gilleyons,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1325_01,True,0.0,0.0,Jimen Barbes,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1325_02,False,24.0,0.0,Wilmay Barbes,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.22710823824563323,-0.1807467862798505,0.2849927404456933,-0.2706103380711169,0.03327510898880243
1325_03,True,42.0,0.0,Lilasa Barbes,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1326_01,False,30.0,0.0,Wales Gelte,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1.8621577706112267,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,0.748362940099655
1326_02,False,19.0,0.0,Stote Gelte,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1.948453540542271,-0.2810105660690542,0.15121507885876886,-0.2706103380711169,-0.2629881601274078
1328_01,True,26.0,0.0,Joandy Rigginsen,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1330_01,False,47.0,0.0,Sts Mare,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.2800686552087494,-0.2810105660690542,0.0391762872797197,0.13629729789196193,-0.2629881601274078
1330_02,False,28.0,0.0,Hocops Datty,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,-0.15141019444647164,-0.27599737707959404,1.6027027070768984,-0.2697218934511102,-0.2568160086874867
1331_01,True,24.0,0.0,Cathya Alshipson,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1332_01,False,29.0,0.0,Kayd Hurchez,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.29069459503692896,-0.2810105660690542,0.6545535305795719,-0.09025608020975226,-0.2629881601274078
1333_01,False,32.0,0.0,Elindy Fryes,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.3330854995644595,0.023540665040652085,-0.2835623212987354,-0.06715652008957748,-0.240063026207701
1335_01,True,44.0,0.0,Shan Moodsey,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1336_01,True,17.0,0.0,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1337_01,False,35.0,0.0,Brank Shermann,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.8402341793225452,-0.2722374853374989,-0.2835623212987354,0.27134088013298374,-0.2594612164474529
1340_01,True,23.0,0.0,Pamiea Harrenoldez,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.2810105660690542,-0.2835623212987354,-0.2706103380711169,-0.2629881601274078
1342_01,False,34.0,0.0,Darry Mayder,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3330854995644595,-0.20706602847451647,-0.2752012174495526,-0.2706103380711169,0.4080128749840088
