PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_unknown
1540_02,False,C/55/P,33.0,1.0,0.0,7139.0,22.0,0.0,553.0,Duhratz Clumshangs,True,False,True,False,False,False,False,True,False
1540_03,False,C/55/P,26.0,0.0,0.0,170.0,0.0,3718.0,0.0,Bahoton Clumshangs,False,False,True,False,False,False,False,True,False
1541_01,False,F/298/S,47.0,0.0,12.0,7.0,0.0,720.0,0.0,Carma Woody,True,True,False,False,False,False,False,True,False
1542_01,False,F/299/S,13.0,0.0,7172.0,0.0,157.0,20.0,0.0,Tot Seche,False,False,False,True,False,False,False,True,False
1543_01,True,C/56/P,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Izarkab Clidly,True,False,True,False,False,True,False,False,False
1544_01,False,G/245/P,21.0,0.0,9.0,0.0,0.0,0.0,800.0,Rosiey Ayalazquez,False,True,False,False,False,False,False,True,False
1545_01,False,,20.0,0.0,206.0,0.0,629.0,67.0,523.0,Hocks Fiha,True,False,False,True,False,False,False,True,False
1547_01,False,F/301/S,21.0,0.0,163.0,0.0,661.0,32.0,0.0,Aarone Hoppers,False,True,False,False,False,False,False,True,False
1548_01,True,B/50/P,51.0,,0.0,0.0,0.0,0.0,0.0,Okulk Unicting,True,False,True,False,False,True,False,False,False
1548_02,True,B/50/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarid Stivelte,True,False,True,False,False,False,False,True,False
1550_01,False,C/58/S,26.0,0.0,1.0,230.0,0.0,42.0,4030.0,Marin Supiensive,False,False,True,False,False,False,False,True,False
1550_02,False,,53.0,1.0,5022.0,2376.0,0.0,0.0,235.0,Coxaton Supiensive,False,False,True,False,False,True,False,False,False
1551_01,False,E/96/P,30.0,0.0,0.0,1376.0,43.0,0.0,1460.0,Skyrmak Clidly,True,False,True,False,False,False,False,True,False
1552_01,True,G/240/S,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Millie Batestonley,False,True,False,False,False,False,False,True,False
1555_01,False,A/18/S,45.0,0.0,0.0,1389.0,0.0,2987.0,0.0,Alcorix Spistory,False,False,True,False,False,False,False,True,False
1558_01,False,G/247/P,62.0,0.0,877.0,15.0,0.0,0.0,1.0,Benja Mcdowns,False,True,False,False,False,False,False,True,False
1560_01,False,G/242/S,38.0,0.0,0.0,1.0,45.0,0.0,837.0,Chary Guezaley,False,True,False,False,False,False,False,True,False
1561_01,False,F/305/P,24.0,0.0,1030.0,0.0,0.0,0.0,1122.0,Kyley Briggins,False,True,False,False,False,True,False,False,False
1562_01,False,F/306/P,18.0,0.0,341.0,0.0,332.0,102.0,0.0,Shelle Simmonders,False,True,False,False,False,False,False,True,False
1564_01,True,F/303/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Weers Merie,False,False,False,True,False,False,False,True,False
1565_01,False,F/304/S,16.0,0.0,0.0,1519.0,0.0,0.0,766.0,Gordo Fitzgerson,False,True,False,False,False,False,True,False,False
1567_01,True,B/53/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Tark Replic,True,False,True,False,False,False,False,True,False
1568_01,False,,22.0,0.0,1018.0,100.0,0.0,9.0,0.0,Idace Burchrison,False,True,False,False,False,False,False,True,False
1568_02,True,G/248/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Samany Burchrison,True,True,False,False,False,False,True,False,False
1569_01,True,F/308/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Tors Hac,True,False,False,True,False,False,False,True,False
1572_01,False,G/249/P,26.0,False,758.0,17.0,11.0,0.0,0.0,Karie Shephendry,False,True,False,False,False,False,False,True,False
1572_02,False,F/309/P,25.0,0.0,4.0,0.0,146.0,723.0,0.0,Lynnie Pager,False,True,False,False,False,False,False,True,False
1573_01,False,D/56/S,55.0,0.0,938.0,0.0,82.0,0.0,162.0,Lychex Butte,False,False,False,True,False,False,False,True,False
1576_01,False,E/97/P,28.0,0.0,641.0,0.0,372.0,0.0,16.0,Oahars Hapie,False,False,False,True,False,False,False,True,False
1577_01,False,F/310/P,23.0,0.0,0.0,169.0,0.0,0.0,0.0,Keitha Grahangory,True,True,False,False,False,False,False,False,True
1578_01,False,E/98/P,22.0,0.0,0.0,24.0,0.0,176.0,783.0,Everly Garrincent,False,True,False,False,False,False,False,True,False
1579_01,False,F/311/P,26.0,0.0,333.0,1819.0,0.0,1.0,0.0,Rankie Pughanders,True,True,False,False,False,True,False,False,False
1580_01,False,G/246/S,13.0,0.0,0.0,0.0,8.0,0.0,714.0,Enrie Hinesh,False,True,False,False,False,False,False,True,False
1580_02,False,G/246/S,18.0,0.0,428.0,0.0,36.0,0.0,424.0,Janita Hinesh,False,True,False,False,False,False,False,True,False
1581_01,True,F/312/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Cor Che,True,False,False,True,False,False,False,True,False
1581_02,True,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Prabon Che,True,False,False,True,False,False,False,True,False
1584_01,False,F/314/P,57.0,0.0,433.0,0.0,0.0,371.0,0.0,Paulia Thony,False,True,False,False,False,False,False,True,False
1584_02,True,G/251/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ronne Thony,False,True,False,False,False,False,False,True,False
1585_01,True,G/252/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Salley Crosarios,True,True,False,False,False,False,False,True,False
1588_01,True,E/99/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Errima Fullous,True,False,True,False,False,False,False,True,False
1588_02,False,E/99/P,35.0,0.0,0.0,17394.0,0.0,724.0,0.0,Hyaduma Fullous,True,False,True,False,False,True,False,False,False
1590_01,False,D/57/S,37.0,0.0,0.0,1336.0,2.0,12.0,7.0,Neutrin Crakenecal,True,False,True,False,False,False,False,True,False
1590_02,False,D/57/S,33.0,0.0,0.0,26.0,1.0,33.0,2439.0,Ankark Crakenecal,False,False,True,False,False,True,False,False,False
1592_01,False,C/60/S,35.0,0.0,305.0,3621.0,0.0,320.0,341.0,Ankabih Idivent,True,False,True,False,False,False,False,True,False
1592_02,False,C/60/S,47.0,0.0,16.0,2127.0,1487.0,0.0,196.0,Arid Idivent,True,False,True,False,False,True,False,False,False
1593_01,False,E/114/S,23.0,0.0,5.0,51.0,0.0,732.0,0.0,Gwendy Savaraldez,False,True,False,False,False,False,False,True,False
1594_01,False,G/253/P,,0.0,0.0,3.0,0.0,2.0,923.0,Lis Delazarson,True,True,False,False,False,False,False,True,False
1595_01,False,C/57/P,27.0,0.0,0.0,4342.0,0.0,0.0,36.0,Pharmus Reming,True,False,True,False,False,True,False,False,False
1596_01,True,B/54/P,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Izarfik Replipent,True,False,True,False,False,False,False,True,False
1597_01,True,G/254/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Thewis Hahnstonsen,True,True,False,False,False,False,False,True,False
1599_01,True,C/58/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Giedion Drelcate,True,False,True,False,False,False,False,True,False
1599_02,True,C/58/P,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Enifak Drelcate,True,False,True,False,False,True,False,False,False
1601_01,False,G/255/P,37.0,0.0,22.0,5.0,0.0,747.0,0.0,Elenna Mulley,False,True,False,False,False,False,False,True,False
1602_01,False,F/307/S,18.0,0.0,0.0,0.0,0.0,2681.0,55.0,Vina Chardsons,False,True,False,False,False,False,False,True,False
1603_01,False,F/317/P,42.0,0.0,0.0,594.0,0.0,0.0,119.0,Tyle Carreralend,False,True,False,False,False,False,False,True,False
1603_02,True,G/256/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Card Carreralend,True,True,False,False,False,False,False,True,False
1603_03,False,G/256/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Dessie Carreralend,True,True,False,False,False,True,False,False,False
1604_01,False,G/257/P,24.0,0.0,2.0,3.0,0.0,616.0,161.0,Dellie Rostarks,False,True,False,False,False,False,False,True,False
1606_01,False,E/116/S,20.0,0.0,13.0,817.0,0.0,1435.0,22.0,Furuson Oilloody,True,False,True,False,False,False,False,True,False
1608_01,False,F/319/P,24.0,0.0,1158.0,193.0,798.0,2.0,0.0,Glena Dicksons,False,True,False,False,False,False,False,True,False
1611_01,False,G/248/S,42.0,0.0,0.0,865.0,0.0,0.0,44.0,Lorey Torrez,True,True,False,False,False,False,False,True,False
1612_01,False,E/101/P,49.0,0.0,0.0,3750.0,0.0,2.0,341.0,Furuson Entenedy,True,False,True,False,False,False,False,True,False
1612_02,True,E/101/P,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Arraid Entenedy,True,False,True,False,False,False,False,True,False
1613_01,False,,16.0,0.0,825.0,9.0,0.0,0.0,42.0,Judya Josey,False,True,False,False,False,True,False,False,False
1614_01,False,F/321/P,26.0,1.0,432.0,0.0,965.0,35.0,0.0,Duckes Conie,False,False,False,True,False,False,False,True,False
1615_01,False,F/322/P,24.0,0.0,0.0,0.0,6.0,685.0,0.0,Kencey Lopelases,False,True,False,False,False,False,False,True,False
1615_02,True,G/259/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Therta Harperez,True,True,False,False,False,False,False,True,False
1615_03,False,G/259/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Terina Lopelases,True,True,False,False,False,False,False,True,False
1617_01,False,D/53/P,37.0,0.0,295.0,1575.0,19.0,515.0,0.0,Ots Blan,False,False,False,True,False,False,True,False,False
1619_01,True,G/249/S,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Vanard Hinglendez,True,True,False,False,False,False,False,True,False
1621_01,False,F/308/S,25.0,0.0,553.0,0.0,1.0,239.0,8.0,Jeane Dukertyler,True,True,False,False,False,True,False,False,False
1621_02,False,F/308/S,25.0,0.0,172.0,129.0,41.0,0.0,341.0,Valex Dukertyler,False,True,False,False,False,False,True,False,False
1622_01,True,F/323/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Jayrin Sau,True,False,False,True,False,False,False,True,False
1624_01,True,G/250/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joanry Barbes,True,True,False,False,False,False,True,False,False
1624_02,False,G/250/S,46.0,0.0,612.0,0.0,62.0,0.0,0.0,Dorice Barbes,True,True,False,False,False,True,False,False,False
1624_03,True,G/250/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Eristy Barbes,True,True,False,False,False,False,False,True,False
1625_01,True,C/59/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Weznif Patimonne,True,False,True,False,False,True,False,False,False
1625_02,False,C/59/P,29.0,0.0,0.0,930.0,0.0,2113.0,98.0,Dabik Patimonne,False,False,True,False,False,False,False,True,False
1626_01,False,F/324/P,19.0,0.0,0.0,9.0,0.0,0.0,1.0,Raceky Logannon,False,True,False,False,False,False,False,True,False
1628_01,True,B/71/S,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Zauri Foraud,True,False,True,False,False,False,False,True,False
1630_01,True,G/252/S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Rayne Cofferson,True,True,False,False,False,False,True,False,False
1630_02,True,G/252/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Shery Cofferson,False,True,False,False,False,False,False,True,False
1630_03,False,F/309/S,37.0,0.0,0.0,27.0,11.0,732.0,5.0,Elanda Cofferson,False,True,False,False,False,False,False,True,False
1631_01,False,E/118/S,61.0,0.0,1215.0,32.0,0.0,0.0,362.0,Toniel Kennetty,False,True,False,False,False,False,False,True,False
1632_01,True,C/62/S,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Cella Fatted,True,False,True,False,False,False,False,True,False
1633_01,True,G/261/P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ferry Thony,True,True,False,False,False,False,False,True,False
1633_02,True,G/261/P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyrony Thony,True,True,False,False,False,False,False,True,False
1634_01,True,G/253/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Armen Conleydenan,False,True,False,False,False,True,False,False,False
1635_01,False,F/325/P,22.0,0.0,1300.0,0.0,0.0,0.0,1134.0,Iandy Tuckers,False,True,False,False,False,False,False,True,False
1636_01,False,G/254/S,41.0,0.0,139.0,666.0,6.0,71.0,25.0,Daisya Connelson,False,True,False,False,False,False,False,True,False
1637_01,True,G/255/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Leony Ricews,True,True,False,False,False,False,False,True,False
1638_01,False,E/119/S,19.0,0.0,414.0,0.0,66.0,307.0,0.0,Roydo Ballocks,False,True,False,False,False,False,False,True,False
1640_01,False,G/262/P,21.0,0.0,305.0,0.0,1.0,618.0,2.0,Essara Scotterkins,True,True,False,False,False,False,False,True,False
1644_01,False,F/327/P,14.0,0.0,0.0,2.0,0.0,0.0,794.0,Lavey Waltonnedy,False,True,False,False,False,True,False,False,False
1645_01,True,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Andace Thonyderson,False,False,False,False,True,True,False,False,False
1646_01,False,G/264/P,34.0,0.0,0.0,0.0,885.0,0.0,0.0,Marily Monroellynn,True,True,False,False,False,False,False,True,False
1647_01,False,F/328/P,33.0,0.0,954.0,0.0,10.0,3.0,2.0,Juanna Fisheparks,False,True,False,False,False,False,False,True,False
1649_01,True,G/265/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Diandi Hinglendez,False,True,False,False,False,True,False,False,False
1650_01,True,G/258/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Walla Hodes,True,True,False,False,False,True,False,False,False
1651_01,True,G/266/P,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Camina Wonglasquez,False,True,False,False,False,False,True,False,False
1651_02,False,G/266/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ebonyd Lynnerett,True,True,False,False,False,True,False,False,False
1651_03,True,G/266/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deanny Wonglasquez,True,True,False,False,False,False,True,False,False
1653_01,False,A/19/S,47.0,0.0,4.0,1303.0,830.0,774.0,2.0,Phernar Oderient,False,False,True,False,False,False,False,False,True
1655_01,False,,28.0,0.0,3202.0,0.0,0.0,0.0,5.0,Karay Dicksons,False,True,False,False,False,False,False,True,False
1655_02,False,F/310/S,40.0,0.0,0.0,807.0,0.0,0.0,0.0,Nadie Dicksons,True,True,False,False,False,False,False,True,False
1656_01,False,F/311/S,17.0,0.0,1.0,160.0,37.0,0.0,0.0,Keithy Mallerez,False,True,False,False,False,False,False,True,False
1657_01,False,G/267/P,21.0,0.0,0.0,0.0,218.0,109.0,5321.0,Shally Alest,False,True,False,False,False,False,False,True,False
1658_01,False,F/312/S,,0.0,1150.0,0.0,6.0,4.0,0.0,Sallos Part,True,False,False,True,False,False,False,True,False
1659_01,False,F/313/S,41.0,0.0,0.0,82.0,3.0,0.0,718.0,Rayle Pugherman,False,True,False,False,False,False,False,True,False
1660_01,False,E/122/S,20.0,0.0,0.0,1.0,0.0,905.0,0.0,Estina Cardner,False,True,False,False,False,False,False,True,False
1661_01,False,A/20/S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Arin Fringh,False,False,True,False,False,False,False,True,False
1661_02,False,A/20/S,57.0,0.0,0.0,62.0,0.0,2136.0,178.0,Almino Earmeter,False,False,True,False,False,False,False,True,False
1661_03,True,A/20/S,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Quarkib Fringh,True,False,True,False,False,False,False,True,False
1661_04,False,A/20/S,37.0,0.0,0.0,2390.0,0.0,1306.0,0.0,Branev Fringh,False,False,True,False,False,False,False,True,False
1662_01,False,F/314/S,20.0,0.0,127.0,0.0,0.0,542.0,0.0,Wenise Sterson,False,True,False,False,False,False,True,False,False
1663_01,True,G/268/P,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Carita Villenson,True,True,False,False,False,False,True,False,False
1666_01,False,D/59/S,38.0,0.0,158.0,787.0,2820.0,0.0,86.0,Askedus Retefule,True,False,True,False,False,False,False,True,False
1668_01,False,F/316/S,22.0,0.0,2.0,0.0,6.0,101.0,536.0,Millia Watsongley,False,True,False,False,False,False,False,True,False
1669_01,False,F/317/S,31.0,0.0,2436.0,0.0,147.0,16.0,0.0,Flams Spane,False,False,False,True,False,False,False,True,False
1669_02,True,F/317/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spuffs Spane,True,False,False,True,False,False,False,True,False
1669_03,False,F/317/S,21.0,0.0,1481.0,0.0,881.0,0.0,0.0,Pokix Perte,False,False,False,True,False,True,False,False,False
1670_01,False,G/269/P,49.0,0.0,0.0,67.0,213.0,2.0,1442.0,Aleen Sancasey,False,True,False,False,False,False,False,True,False
1670_02,True,G/269/P,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordy Sancasey,False,True,False,False,False,False,False,True,False
1671_01,False,B/73/S,,0.0,0.0,859.0,0.0,6704.0,64.0,Muonan Mosteraked,False,False,True,False,False,True,False,False,False
1672_01,False,F/318/S,29.0,0.0,7.0,0.0,0.0,797.0,0.0,Elicia Solivers,False,True,False,False,False,False,False,True,False
1673_01,False,F/330/P,16.0,0.0,876.0,0.0,5.0,1.0,16.0,Benny Perrerojass,False,True,False,False,False,True,False,False,False
1674_01,True,G/260/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,True,False,False
1676_01,True,G/270/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Pennie Staffersby,False,True,False,False,False,False,False,True,False
1677_01,False,E/103/P,19.0,0.0,5.0,87.0,0.0,0.0,0.0,Warry Robins,False,True,False,False,False,False,False,True,False
1681_01,False,G/261/S,34.0,0.0,1.0,89.0,0.0,793.0,0.0,Tonia Englence,False,True,False,False,False,False,False,True,False
1682_01,True,F/331/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Miten Watte,True,False,False,True,False,False,False,True,False
1685_01,False,,51.0,0.0,0.0,260.0,91.0,0.0,264.0,Sanda Dillestron,False,True,False,False,False,True,False,False,False
1685_02,False,G/272/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Vana Dillestron,False,True,False,False,False,True,False,False,False
1685_03,True,G/272/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Camina Dillestron,True,True,False,False,False,False,False,True,False
1687_01,False,F/334/P,26.0,1.0,714.0,450.0,208.0,0.0,44.0,Bases Batte,False,False,False,True,False,False,False,True,False
1688_01,False,E/124/S,27.0,0.0,233.0,554.0,0.0,0.0,0.0,Tyle Webstenson,False,True,False,False,False,False,False,True,False
1688_02,True,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Claura Webstenson,False,True,False,False,False,False,False,True,False
1688_03,True,G/262/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Line Webstenson,True,True,False,False,False,False,False,True,False
1690_01,False,F/335/P,28.0,0.0,0.0,26.0,88.0,5.0,754.0,Heryle Paulllegory,False,True,False,False,False,False,False,True,False
1691_01,False,F/321/S,27.0,0.0,3482.0,1234.0,1155.0,0.0,0.0,Sesh Giba,False,False,False,True,False,False,False,True,False
1694_01,True,G/263/S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Iria Chavezalez,True,True,False,False,False,False,True,False,False
1695_01,False,G/264/S,26.0,0.0,324.0,0.0,201.0,2.0,256.0,Fredy Moraleney,False,True,False,False,False,False,False,True,False
1696_01,False,B/55/P,43.0,0.0,0.0,760.0,17.0,15331.0,427.0,Alam Iderinelay,False,False,True,False,False,False,False,True,False
1697_01,False,G/274/P,23.0,False,0.0,13.0,0.0,773.0,0.0,Hollie Blainson,False,True,False,False,False,False,False,True,False
1698_01,True,E/125/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Cakes Make,True,False,False,False,True,False,True,False,False
1699_01,False,F/336/P,47.0,0.0,0.0,574.0,0.0,0.0,68.0,Sall Barkeretton,True,True,False,False,False,True,False,False,False
1700_01,True,B/74/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Zavior Waring,True,False,True,False,False,False,False,True,False
1700_02,False,B/74/S,64.0,0.0,0.0,4.0,0.0,6200.0,622.0,Solaron Waring,False,False,True,False,False,False,False,True,False
1704_01,False,D/60/S,13.0,0.0,1112.0,0.0,687.0,0.0,3.0,Tors Breke,False,False,False,True,False,False,False,True,False
1704_02,False,D/60/S,18.0,0.0,86.0,1164.0,516.0,0.0,0.0,Allota Fincy,True,False,False,True,False,True,False,False,False
1705_01,False,E/126/S,29.0,1.0,0.0,0.0,0.0,0.0,0.0,Barave Chake,False,False,False,True,False,False,False,True,False
1708_01,False,F/338/P,70.0,0.0,0.0,3.0,1.0,2.0,1290.0,Lavey Hopez,False,True,False,False,False,False,True,False,False
1709_01,False,F/326/S,23.0,0.0,31.0,0.0,1247.0,0.0,47.0,Jurbet Minen,False,False,False,True,False,False,False,True,False
1709_02,False,D/61/S,23.0,0.0,2210.0,0.0,89.0,0.0,0.0,Bet Minen,True,False,False,True,False,False,False,True,False
1709_03,False,,35.0,0.0,1313.0,0.0,24.0,0.0,1.0,Bleark Minen,False,False,False,True,False,False,False,True,False
1709_04,False,E/127/S,17.0,0.0,1744.0,0.0,136.0,8.0,8.0,Donut Minen,False,False,False,True,False,False,False,True,False
1709_05,True,F/326/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Fams Minen,True,False,False,True,False,False,False,True,False
1709_06,False,D/61/S,15.0,0.0,1554.0,0.0,646.0,20.0,1241.0,Tyog Minen,False,False,False,True,False,False,False,True,False
1709_07,False,F/326/S,19.0,0.0,285.0,54.0,1246.0,102.0,0.0,Cocowl Minen,False,False,False,True,False,False,False,True,False
1710_01,True,G/276/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrey Mcgowaymond,True,True,False,False,False,False,True,False,False
1711_01,False,F/327/S,51.0,0.0,437.0,244.0,908.0,825.0,0.0,,False,True,False,False,False,False,False,True,False
1712_01,False,F/339/P,17.0,0.0,139.0,0.0,959.0,21.0,0.0,,False,False,False,True,False,False,False,True,False
1712_02,False,F/339/P,27.0,0.0,103.0,1.0,49.0,2421.0,24.0,Cinets Pamca,False,False,False,True,False,False,False,True,False
1713_01,False,G/277/P,43.0,0.0,84.0,726.0,2.0,0.0,0.0,Calvia Dyers,False,True,False,False,False,False,False,True,False
1714_01,False,G/265/S,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Lorian Parsoney,False,True,False,False,False,False,False,True,False
1715_01,True,G/266/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Camily Mirandry,False,True,False,False,False,False,False,True,False
1717_01,False,E/105/P,40.0,0.0,813.0,0.0,473.0,236.0,0.0,Alicey Franankson,True,True,False,False,False,False,False,True,False
1717_02,False,E/105/P,38.0,0.0,4.0,0.0,0.0,0.0,1679.0,Yola Fielsenders,False,True,False,False,False,False,False,True,False
1718_01,True,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Elindy Reyervaney,True,True,False,False,False,False,False,True,False
1719_01,True,G/278/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Kerryn Savaraldez,False,True,False,False,False,False,False,True,False
1721_01,False,F/341/P,15.0,0.0,320.0,36.0,5.0,0.0,640.0,Frandy Alest,False,True,False,False,False,False,False,True,False
1723_01,False,E/128/S,15.0,False,852.0,0.0,0.0,135.0,0.0,Ivaney Holcompson,False,True,False,False,False,False,False,True,False
1724_01,False,A/21/S,59.0,0.0,8.0,1563.0,0.0,73.0,31.0,Hekark Diateous,True,False,True,False,False,True,False,False,False
1725_01,False,F/328/S,24.0,0.0,0.0,201.0,0.0,0.0,603.0,Breney Wheelez,False,True,False,False,False,False,False,True,False
1727_01,True,F/342/P,,0.0,0.0,0.0,0.0,0.0,0.0,Gibil Barte,True,False,False,True,False,False,False,False,True
1727_02,False,D/54/P,52.0,0.0,1279.0,0.0,1061.0,359.0,0.0,Emoles Barte,False,False,False,True,False,True,False,False,False
1728_01,False,G/280/P,38.0,0.0,553.0,0.0,0.0,87.0,243.0,Elle Bakerson,False,True,False,False,False,False,False,True,False
1729_01,False,F/343/P,26.0,0.0,21.0,0.0,499.0,568.0,0.0,Billya Merce,True,True,False,False,False,False,False,True,False
1730_01,False,E/106/P,17.0,0.0,68.0,0.0,0.0,0.0,795.0,Elson Curton,True,True,False,False,False,True,False,False,False
1731_01,True,G/281/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfrey Santry,True,True,False,False,False,False,True,False,False
1731_02,False,G/281/P,20.0,0.0,1.0,808.0,0.0,0.0,0.0,Lestie Santry,True,True,False,False,False,True,False,False,False
1733_01,False,F/344/P,15.0,0.0,1336.0,108.0,0.0,0.0,0.0,Stevey Chanan,False,True,False,False,False,False,False,True,False
1734_01,True,G/283/P,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadae Patrichane,True,True,False,False,False,False,False,True,False
1736_01,True,G/284/P,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Therry Blancoy,False,True,False,False,False,False,True,False,False
1738_01,False,E/129/S,18.0,0.0,0.0,0.0,19.0,467.0,0.0,Rosey Sawyerson,False,True,False,False,False,False,False,True,False
1738_02,True,G/268/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Wenny Sawyerson,True,True,False,False,False,True,False,False,False
1739_01,True,G/269/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Wine Jarvey,True,True,False,False,False,False,True,False,False
1740_01,False,G/270/S,22.0,0.0,762.0,13.0,10.0,0.0,0.0,Eillis Torrez,False,True,False,False,False,False,False,True,False
1742_01,False,D/55/P,34.0,1.0,49.0,478.0,387.0,0.0,0.0,Anack Trad,False,False,False,True,False,False,True,False,False
1745_01,False,E/130/S,28.0,0.0,0.0,1310.0,0.0,221.0,6064.0,,False,False,True,False,False,False,False,True,False
1746_01,True,F/331/S,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Clers Bache,True,False,False,True,False,False,False,True,False
1747_01,False,G/271/S,19.0,0.0,0.0,0.0,496.0,13.0,0.0,Line Santantines,True,True,False,False,False,True,False,False,False
1748_01,False,G/287/P,21.0,0.0,0.0,0.0,0.0,2.0,807.0,Jeresa Burchrison,False,True,False,False,False,False,False,True,False
1748_02,False,G/287/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Erice Burchrison,False,True,False,False,False,False,False,True,False
1748_03,False,G/287/P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Keithy Burchrison,True,True,False,False,False,False,False,True,False
1749_01,True,G/288/P,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Monald Coley,False,True,False,False,False,False,True,False,False
1752_01,False,F/333/S,15.0,0.0,1006.0,1.0,0.0,0.0,308.0,Dell Chavezalez,True,True,False,False,False,True,False,False,False
1753_01,True,G/272/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Amela Moodson,True,True,False,False,False,False,False,True,False
1755_01,True,G/273/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Leneva Mulley,False,True,False,False,False,False,False,True,False
1757_01,False,F/334/S,67.0,0.0,26.0,809.0,0.0,39.0,26.0,Juline Bradamss,False,True,False,False,False,False,False,True,False
1758_01,False,G/274/S,55.0,0.0,587.0,0.0,0.0,318.0,3.0,Maril Fielsenders,False,True,False,False,False,False,False,True,False
1760_01,False,F/336/S,50.0,0.0,742.0,21.0,10.0,26.0,4.0,Elicey Cardsay,False,True,False,False,False,False,False,True,False
1761_01,False,F/347/P,23.0,0.0,145.0,490.0,17.0,49.0,1.0,Ine Sweekstarks,False,True,False,False,False,True,False,False,False
